,CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,Demanda Bioquímica de Oxígeno (DBO) [mg/L],Demanda Química de Oxígeno (DQO) [mg/L],Sólidos Suspendidos Totales (SST) [mg/L],Coliformes Fecales (CF) [NMP/100mL],E. Coli (EC) [NMP/100mL],Enterococos (ENT) [NMP/100mL],Toxicidad aguda (TA) [UTa],Oxígeno Disuelto (OD) [mg/L],SEMAFORO,CONTAMINANTES
78,DLBAJ145,BAHIA LORETO 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LORETO,LORETO,GOLFO DE CALIFORNIA,COSTERO,BAHIA,-111.34405,26.02468,2012-2023,,,<25,20.5,,<3,,,Amarillo,"OD%M,"
79,DLBAJ146,PARQUE NACIONAL BAHIA DE LORETO 3,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LORETO,LORETO,GOLFO DE CALIFORNIA,COSTERO,BAHIA,-111.326,26.061,2012-2023,,,<25,<3,,<3,,,Verde,
80,DLBAJ147,BAHIA CONCEPCION 5,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LORETO,BAHÍA CONCEPCIÓN,GOLFO DE CALIFORNIA,COSTERO,BAHIA,-111.77255,26.56365,2012-2023,,,<25,98,,<3,,,Verde,
81,DLBAJ151,BAHIA CONCEPCION 3,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,BAHÍA CONCEPCIÓN,BAHIA CONCEPCION,COSTERO,BAHIA,-111.8147,26.62937,2012-2023,,,<25,41,,<3,,,Verde,
82,DLBAJ152,BAHIA CONCEPCION 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,BAHÍA CONCEPCIÓN,BAHIA CONCEPCION,COSTERO,BAHIA,-111.88428,26.70713,2012-2023,,,<25,<3,,<3,,,Verde,
83,DLBAJ153,BAHIA CONCEPCION 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,MULEGÉ,BAHIA CONCEPCION,COSTERO,BAHIA,-111.93964,26.88707,2012-2023,,,<25,10,,<3,,,Verde,
84,DLBAJ154,RIO MULEGE (DESEMBOCADURA),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,MULEGÉ,TRANSICION RIO - MAR,COSTERO,BAHIA,-111.9534,26.9002,2012-2023,,,<25,86,,10,,,Verde,
85,DLBAJ155,RIO MULEGE 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,MULEGÉ,RIO MULEGE,LÓTICO,ARROYO,-111.98679,26.88692,2012-2023,<3,<10,<25,2211.5,15,,1.42531356898518,99.1,Amarillo,"CF,"
86,DLBAJ156,RIO MULEGE 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,MULEGÉ,RIO MULEGE,LÓTICO,ARROYO,-111.98267,26.88867,2012-2023,<3,20.6,<25,2832,10,,2.827,89.3,Amarillo,"CF,"
87,DLBAJ159,"PLAYA SANTA ROSALIA SEG23, 2 ISA8A",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,SANTA AGUEDA,GOLFO DE CALIFORNIA,COSTERO,OCÉANO-MAR,-112.26147,27.33785,2012-2023,,,<25,<3,,<3,,,Verde,
88,DLBAJ160,"PLAYA SANTA ROSALIA SEG23, 1 ISA8A",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,SANTA ROSALÍA,GOLFO DE CALIFORNIA,COSTERO,OCÉANO-MAR,-112.26933,27.35023,2012-2023,,,25.5,2675,,<3,,,Amarillo,"CF,"
89,DLBAJ163,LAGUNA SAN IGNACIO 4,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,SAN IGNACIO,LAGUNA SAN IGNACIO,COSTERO (HUMEDAL),LAGUNA,-113.1661,26.98749,2012-2023,,,31.5,20,,<3,,,Verde,
90,DLBAJ164,LAGUNA SAN IGNACIO 5,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,SAN IGNACIO,LAGUNA SAN IGNACIO,COSTERO (HUMEDAL),LAGUNA,-113.17406,26.96917,2012-2023,,,32,10,,<3,,,Verde,
91,DLBAJ165,LAGUNA SAN IGNACIO 3,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,SAN IGNACIO,LAGUNA SAN IGNACIO,COSTERO (HUMEDAL),LAGUNA,-113.14605,26.94383,2012-2023,,,<25,5.75,,<3,,,Verde,
92,DLBAJ166,LAGUNA SAN IGNACIO 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,SAN IGNACIO,LAGUNA SAN IGNACIO,COSTERO (HUMEDAL),LAGUNA,-113.14135,26.9028,2012-2023,,,<25,<3,,<3,,,Verde,
93,DLBAJ167,LAGUNA SAN IGNACIO 8,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,SAN IGNACIO,LAGUNA SAN IGNACIO,COSTERO (HUMEDAL),LAGUNA,-113.171357,26.87106,2012-2023,,,<25,<3,,<3,,,Verde,
94,DLBAJ168,LAGUNA SAN IGNACIO 7,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,SAN IGNACIO,LAGUNA SAN IGNACIO,COSTERO (HUMEDAL),LAGUNA,-113.15,26.786,2012-2023,,,<25,10,,<3,,,Verde,
95,DLBAJ169,"PLAYA SANTA ROSALIA, EL BOLEO",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,SANTA ROSALÍA,GOLFO DE CALIFORNIA,COSTERO,OCÉANO-MAR,-112.2933,27.37706,2012-2023,,,<25,<3,,<3,,,Verde,
96,DLBAJ170,LAGUNA SAN IGNACIO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,SAN IGNACIO,TRANSICION LAGUNA - MAR,COSTERO (HUMEDAL),LAGUNA,-113.2707,26.7362,2012-2023,,,<25,<3,,<3,,,Verde,
97,DLBAJ171,LAGUNA SAN IGNACIO 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,SAN IGNACIO,LAGUNA SAN IGNACIO,COSTERO (HUMEDAL),LAGUNA,-113.26459,26.81313,2012-2023,,,<25,<3,,<3,,,Verde,
98,DLBAJ172,"LA BOCANA SEG18, 2 ISA10B",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,PUNTA EUGENIA,ESTERO,COSTERO,ESTERO,-113.70728,26.7894,2012-2023,,,<25,<3,,<3,,,Verde,
99,DLBAJ173,"LA BOCANA SEG18, 1 ISA10B",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,PUNTA EUGENIA,ESTERO,COSTERO (HUMEDAL),ESTERO,-113.65367,26.76086,2012-2023,,,<25,<3,,<3,,,Verde,
100,DLBAJ174,SAN JUANICO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,SAN IGNACIO,OCEANO PACIFICO,COSTERO,LAGUNA,-112.47136,26.25615,2012-2023,,,<25,<3,,<3,,,Verde,
101,DLBAJ175,LAGUNA OJO DE LIEBRE 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,SAN LUIS,LAGUNA OJO DE LIEBRE,COSTERO (HUMEDAL),LAGUNA,-114.19292,27.75162,2012-2023,,,<25,<3,,<3,,,Verde,
102,DLBAJ176,LAGUNA OJO DE LIEBRE 5,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAÍNO,LAGUNA OJO DE LIEBRE,COSTERO (HUMEDAL),LAGUNA,-114.283,27.76011,2012-2023,,,<25,<3,,<3,,,Verde,
103,DLBAJ177,LAGUNA OJO DE LIEBRE 3,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAÍNO,LAGUNA OJO DE LIEBRE,COSTERO (HUMEDAL),LAGUNA,-114.10713,27.6475,2012-2023,,,<25,<3,,<3,,,Verde,
104,DLBAJ178,LAGUNA OJO DE LIEBRE 6,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAÍNO,LAGUNA OJO DE LIEBRE,COSTERO (HUMEDAL),LAGUNA,-114.141409,27.681672,2012-2023,,,<25,<3,,<3,,,Verde,
105,DLBAJ179,LAGUNA OJO DE LIEBRE 7,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,SAN LUIS,LAGUNA OJO DE LIEBRE,COSTERO (HUMEDAL),LAGUNA,-114.2036,27.8463,2012-2023,,,<25,<3,,<3,,,Verde,
106,DLBAJ180,LAGUNA OJO DE LIEBRE 2 SEG16 ISA10B (DESEMBOCADURA),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,VIZCAÍNO,TRANSICION LAGUNA - MAR,COSTERO (HUMEDAL),LAGUNA,-114.27864,27.86918,2012-2023,,,<25,<3,,<3,,,Verde,
107,DLBAJ181,LAGUNA OJO DE LIEBRE 4,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,EL ARCO,LAGUNA OJO DE LIEBRE,COSTERO (HUMEDAL),LAGUNA,-113.97281,27.74018,2012-2023,,,<25,<3,,<3,,,Verde,
108,DLBAJ190,HUMEDAL LA SIERRA DE GUADALUPE (VERTIENTE OCCIDENTAL) 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,SAN IGNACIO,HUMEDAL LA SIERRA DE GUADALUPE (VERTIENTE OCCIDENTAL) 1,LÓTICO (HUMEDAL),ARROYO,-112.50886,26.38214,2012-2023,<3,24.049999999999997,<25,2320.5,<3,,<1,114.19999999999999,Amarillo,"CF,"
109,DLBAJ191,LA RIBERA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SANTIAGO,ARROYO LAS CUEVAS,LÓTICO,ARROYO,-109.60983,23.61997,2012-2023,<3,12.15,<25,744.5,<3,,<1,107.7,Verde,
110,DLBAJ191M1,DESEMBOCADURA ARROYO LAS CUEVAS,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SANTIAGO,ARROYO LAS CUEVAS,LÓTICO,ARROYO,-109.60857,23.61961,2012-2023,<3,19.23,<25,749,<3,,<1,116.2,Verde,
111,DLBAJ192,RIO SAN IGNACIO - REPRESO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,SAN IGNACIO,RIO SAN IGNACIO,LÓTICO,ARROYO,-112.89735,27.29764,2012-2023,<3,23.634999999999998,<25,1661,10,,<1,105.44999999999999,Amarillo,"CF,"
112,DLBAJ193,RIO LA PURISIMA 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,MEZQUITAL SECO,RIO LA PURISIMA,LÓTICO (HUMEDAL),ARROYO,-112.00876,26.2298,2012-2023,<3,15.34,<25,875.5,10,,<1,104.75,Verde,
113,DLBAJ194,RIO LA PURISIMA 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,MEZQUITAL SECO,RIO LA PURISIMA,LÓTICO (HUMEDAL),ARROYO,-112.12748,26.15856,2012-2023,<3,21.244999999999997,<25,1791,<3,,2.71739130434783,132.5,Amarillo,"CF,OD%L,"
114,DLBAJ195,BAHIA MAGDALENA (PUERTO ADOLFO LOPEZ MATEOS),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,LA PURÍSIMA,BAHIA MAGDALENA,COSTERO,BAHIA,-112.12343,25.1991,2012-2023,,,<25,52,,<3,,,Verde,
115,DLBAJ196,BAHIA MAGDALENA (PUERTO SAN CARLOS),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,LA PURÍSIMA,BAHIA MAGDALENA,COSTERO,BAHIA,-112.12122,24.78773,2012-2023,,,<25,10,,<3,,,Verde,
116,DLBAJ197,BAHIA MAGDALENA 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,LA PURÍSIMA,BAHIA MAGDALENA,COSTERO,BAHIA,-112.0109,24.6799,2012-2023,,,<25,<3,,<3,,,Verde,
117,DLBAJ198,ISLA MARGARITA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,LA PURÍSIMA,BAHIA LAS ALMEJAS,COSTERO,BAHIA,-111.8176,24.4793,2012-2023,,,<25,<3,,<3,,,Verde,
118,DLBAJ199,PUERTO MAGDALENA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,LA PURÍSIMA,BAHIA MAGDALENA,COSTERO,BAHIA,-112.13747,24.63284,2012-2023,,,<25,<3,,<3,,,Verde,
119,DLBAJ200,"PUERTO CANCUN BCS SEG20, 1 ISA10B",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,LA PURÍSIMA,BAHIA LAS ALMEJAS,COSTERO,BAHIA,-111.74285,24.54675,2012-2023,,,<25,132,,<3,,,Verde,
120,DLBAJ201,FINAL DE ESTERO LA BOCANA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,MULEGE,PUNTA EUGENIA,ESTERO LA BOCANA,COSTERO (HUMEDAL),ESTERO,-113.63021,26.73946,2012-2023,,,<25,<3,,<3,,,Verde,
121,DLBAJ203,"PUERTO CHALE SEG 20, 3 ISA10B",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,SANTA RITA,BAHÍA LAS ALMEJAS,COSTERO,BAHIA,-111.55928,24.40499,2012-2023,,,<25,379,,<3,,,Verde,
122,DLBAJ204,MANANTIAL SAN PEDRITO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,PESCADEROS,PESCADERO,LÓTICO,ARROYO,-110.2118333333,23.39026,2012-2023,<3,31.549999999999997,<25,2232,25,,<1,57.22,Amarillo,"CF,"
123,DLBAJ205,BOCANA LOPEZ MATEOS,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COMONDU,LA PURÍSIMA,BAHIA MAGDALENA,COSTERO,BAHIA,-112.11671,25.26685,2012-2023,,,<25,5.75,,<3,,,Verde,
124,DLBAJ55,HUMEDALES EL MOGOTE - ENSENADA DE LA PAZ 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,BAHIA DE LA PAZ,COSTERO (HUMEDAL),BAHIA,-110.31682,24.16496,2012-2023,,,<25,5.75,,<3,,,Verde,
125,DLBAJ56,"BAHIA DE LA PAZ SEG 26, 1 ISA10B",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,BAHIA DE LA PAZ,COSTERO (HUMEDAL),BAHIA,-110.32484,24.170062,2012-2023,,,<25,10,,<3,,,Verde,
126,DLBAJ57,BAHIA DE LA PAZ PUERTO PILCHILINGUE,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,EL COYOTE,BAHIA DE LA PAZ,COSTERO (HUMEDAL),BAHIA,-110.328506,24.275169,2012-2023,,,32,<3,,<3,,,Verde,
127,DLBAJ58,BAHIA DE LA PAZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,EL COYOTE,BAHIA DE LA PAZ,COSTERO (HUMEDAL),BAHIA,-110.30345,24.21409,2012-2023,,,<25,<3,,<3,,,Verde,
128,DLBAJ59,MAR - PEMEX LA PAZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,EL COYOTE,BAHIA DE LA PAZ,COSTERO (HUMEDAL),BAHIA,-110.31084,24.21853,2012-2023,,,<25,<3,,<3,,,Verde,
129,DLBAJ60,MAR - PEMEX Y CFE LA PAZ,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,EL COYOTE,BAHIA DE LA PAZ,COSTERO (HUMEDAL),BAHIA,-110.3137,24.2243,2012-2023,,,<25,<3,,<3,,,Verde,
130,DLBAJ61,BAHIA LA PAZ SEG 27 ISA8,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,EL COYOTE,BAHIA DE LA PAZ,COSTERO (HUMEDAL),BAHIA,-110.31742,24.24291,2012-2023,,,<25,5.75,,<3,,,Verde,
131,DLBAJ62,HUMEDALES EL MOGOTE - ENSENADA DE LA PAZ 3,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,EL COYOTE,BAHIA DE LA PAZ,COSTERO (HUMEDAL),BAHIA,-110.3164,24.2582,2012-2023,,,<25,<3,,<3,,,Verde,
132,DLBAJ63,HUMEDALES EL MOGOTE - ENSENADA DE LA PAZ 4,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,EL COYOTE,BAHIA DE LA PAZ,COSTERO (HUMEDAL),BAHIA,-110.32374,24.26563,2012-2023,,,<25,<3,,<3,,,Verde,
133,DLBAJ64,"BAHIA DE LA PAZ SEG 25, 3 ISA9",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,BAHIA DE LA PAZ,COSTERO (HUMEDAL),BAHIA,-110.425346,24.156763,2012-2023,,,<25,<3,,<3,,,Verde,
134,DLBAJ65,"BAHIA DE LA PAZ SEG 25, 2 ISA9",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,BAHIA DE LA PAZ,COSTERO (HUMEDAL),BAHIA,-110.42442,24.13794,2012-2023,,,<25,<3,,<3,,,Verde,
135,DLBAJ66,"BAHIA DE LA PAZ SEG 25, 1 ISA9",PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,BAHIA DE LA PAZ,COSTERO (HUMEDAL),BAHIA,-110.42209,24.11737,2012-2023,,,<25,<3,,<3,,,Verde,
136,DLBAJ67,HUMEDALES EL MOGOTE - ENSENADA DE LA PAZ 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,BAHIA DE LA PAZ,COSTERO (HUMEDAL),BAHIA,-110.35493,24.11762,2012-2023,,,40.7692,174,,10,,,Verde,
137,DLBAJ78,EL SARGENTO Y LA VENTANA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,BAHIA LA VENTANA,COSTERO,BAHIA,-109.99047,24.07696,2012-2023,,,<25,31,,<3,,,Verde,
138,DLBAJ84,ENSENADA LOS MUERTOS,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,SAN BARTOLO,BAHIA DE MUERTOS,COSTERO,BAHIA,-109.83324,23.98474,2012-2023,,,<25,<3,,<3,,,Verde,
139,DLBAJ85,MANANTIAL SAN JOSE DEL CABO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSÉ DEL CABO,SAN JOSE DEL CABO,LÓTICO (HUMEDAL),ARROYO,-109.700278,23.09,2012-2023,<3,<10,<25,13084.5,362.5,,<1,75.5,Rojo,"CF,TOX_L,"
140,DLBAJ86,LOS BARRILES,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,SAN BARTOLO,BAHIA LAS PALMAS,COSTERO,BAHIA,-109.692581,23.692007,2012-2023,,,<25,<3,,<3,,,Verde,
141,DLBAJ87,BUENAVISTA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN BARTOLO,BAHIA LAS PALMAS,COSTERO,BAHIA,-109.69636,23.67178,2012-2023,,,<25,<3,,<3,,,Verde,
142,DLBAJ88,LA RIBERA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SANTIAGO,GOLFO DE CALIFORNIA,COSTERO,OCÉANO-MAR,-109.6072,23.62191,2012-2023,,,<25,<3,,<3,,,Verde,
143,DLBAJ89,CABO PULMO 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,CABO PULMO,OCEANO PACIFICO,COSTERO (HUMEDAL),OCÉANO-MAR,-109.426257,23.434978,2012-2023,,,<25,<3,,<3,,,Verde,
144,DLBAJ90,CABO PULMO 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,CABO PULMO,OCEANO PACIFICO,COSTERO,OCÉANO-MAR,-109.42467,23.404212,2012-2023,,,<25,<3,,<3,,,Verde,
145,DLBAJ94,SISTEMA RIPARIO DE LA CUENCA Y ESTERO DE SAN JOSE DEL CABO 3,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSÉ DEL CABO,HUMEDAL SISTEMA RIPARÍO DE LA CUENCA Y ESTERO DE SAN JOSE DEL CABO 3,LÓTICO (HUMEDAL),ARROYO,-109.69102,23.05754,2012-2023,<3,23.23,<25,13566.5,364,,<1,69.65,Amarillo,"CF,"
146,DLBAJ95,SISTEMA RIPARIO DE LA CUENCA Y ESTERO DE SAN JOSE DEL CABO 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSÉ DEL CABO,HUMEDAL SISTEMA RIPARÍO DE LA CUENCA Y ESTERO DE SAN JOSE DEL CABO 2,LÓTICO (HUMEDAL),ARROYO,-109.687379,23.050319,2012-2023,4.04,13.74,<25,9804,74,,<1,75.55,Amarillo,"CF,"
147,DLBAJ96,BAHIA SAN JOSE DEL CABO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSÉ DEL CABO,BAHIA SAN JOSE DEL CABO,COSTERO,BAHIA,-109.688889,23.043056,2012-2023,,,<25,<3,,<3,,,Verde,
148,DLBAJ97,SISTEMA RIPARIO DE LA CUENCA Y ESTERO DE SAN JOSE DEL CABO 1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSÉ DEL CABO,HUMEDAL SISTEMA RIPARÍO DE LA CUENCA Y ESTERO DE SAN JOSE DEL CABO 1,LÓTICO (HUMEDAL),ARROYO,-109.68059,23.04946,2012-2023,4.3,25.47,<25,11199,31,,4.676,109.3,Amarillo,"CF,"
149,DLBAJ98,BAHIA SAN JOSE DEL CABO 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSÉ DEL CABO,BAHIA SAN JOSE DEL CABO,COSTERO,BAHIA,-109.644521,23.066729,2012-2023,,,<25,<3,,<3,,,Verde,
150,DLBAJ99,BAHIA SAN JOSE DEL CABO1,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSÉ DEL CABO,BAHIA SAN JOSE DEL CABO,COSTERO,BAHIA,-109.713607,23.013981,2012-2023,,,<25,<3,,<3,,,Verde,
151,DLCAM206,ISLA ARENA,PENINSULA DE YUCATAN,CAMPECHE,CALKINI,YUCATÁN (RESTO DE RH 32),GOLFO DE MEXICO,COSTERO (HUMEDAL),OCÉANO-MAR,-90.45546,20.69907,2012-2023,,,27,<3,,<3,,,Verde,
152,DLCAM207,RESERVA DE LA BIOSFERA LOS PETENES 3,PENINSULA DE YUCATAN,CAMPECHE,CALKINI,YUCATÁN (RESTO DE RH 32),GOLFO DE MEXICO,COSTERO (HUMEDAL),MANGLAR,-90.50431,20.44502,2012-2023,,,<25,<3,,<3,,,Verde,
153,DLCAM208,RESERVA DE LA BIOSFERA LOS PETENES 5,PENINSULA DE YUCATAN,CAMPECHE,CALKINI,YUCATÁN (RESTO DE RH 32),GOLFO DE MEXICO,COSTERO (HUMEDAL),MANGLAR,-90.49591,20.33071,2012-2023,,,<25,<3,,<3,,,Verde,
154,DLCAM209,RESERVA DE LA BIOSFERA LOS PETENES 4,PENINSULA DE YUCATAN,CAMPECHE,CALKINI,YUCATÁN (RESTO DE RH 32),GOLFO DE MEXICO,COSTERO (HUMEDAL),MANGLAR,-90.497031,20.25984,2012-2023,,,30,<3,,<3,,,Verde,
155,DLCAM210,RESERVA DE LA BIOSFERA LOS PETENES 2,PENINSULA DE YUCATAN,CAMPECHE,TENABO,YUCATÁN (RESTO DE RH 32),GOLFO DE MEXICO,COSTERO (HUMEDAL),MANGLAR,-90.4997,20.0496,2012-2023,,,<25,<3,,<3,,,Verde,
156,DLCAM211,RESERVA DE LA BIOSFERA LOS PETENES 1,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,RÍO VERDE,GOLFO DE MEXICO,COSTERO (HUMEDAL),MANGLAR,-90.51683,19.87422,2012-2023,,,<25,<3,,<3,,,Verde,
157,DLCAM222,MAR CAMPECHE 2,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,CAMPECHE,GOLFO DE MEXICO,COSTERO,OCÉANO-MAR,-90.59334,19.81477,2012-2023,,,<25,9,,<3,,,Verde,
158,DLCAM223,PLAYA BONITA,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,CAMPECHE,GOLFO DE MEXICO,COSTERO,OCÉANO-MAR,-90.62183,19.79481,2012-2023,,,<25,<3,,<3,,,Verde,
159,DLCAM224,MAR CAMPECHE 5,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,CAMPECHE,GOLFO DE MEXICO,COSTERO,OCÉANO-MAR,-90.61815,19.79623,2012-2023,,,<25,<3,,<3,,,Verde,
160,DLCAM229,PAYUCAN,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,CAMPECHE,GOLFO DE MEXICO,COSTERO,OCÉANO-MAR,-90.70394,19.6606,2012-2023,,,51,<3,,<3,,,Verde,
161,DLCAM231,DESEMBOCADURA RIO ICAJAO,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,ARROYO SIHO,GOLFO DE MEXICO,LÓTICO - COSTERO,ESTUARIO,-90.70601,19.46154,2012-2023,13.34,39.2,<25,<3,150,<3,<1,36.8,Verde,
162,DLCAM232,DESEMBOCADURA RIO CHAMPOTON 2,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,RÍO CHAMPOTON 2,GOLFO DE MEXICO,LÓTICO - COSTERO,ESTUARIO,-90.72509,19.35815,2012-2023,,,<25,40,,<3,,,Verde,
163,DLCAM234,PUENTE EL ZAPOTE,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,RÍO CHAMPOTON 2,RIO CHAMPOTON,LÓTICO,RÍO,-90.61368,19.28103,2012-2023,3.01,19.84,<25,150,93,,<1,58.2,Verde,
164,DLCAM235,CANASAYAB,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,RÍO CHAMPOTON 1,RIO CHAMPOTON,LÓTICO,RÍO,-90.57425,19.29644,2012-2023,<3,20.16,<25,210,150,,1.06,54.95,Verde,
165,DLCAM236,SAN JUAN CARPIZO,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,RÍO CHAMPOTON 1,RIO CHAMPOTON,LÓTICO (HUMEDAL),RÍO,-90.46921,19.30365,2012-2023,3.33,29.155,<25,175,175,,2.295,52.2,Verde,
